case_id,split,defect_type,entity_type,severity,safe_to_auto_apply,defect_description,repair_action,explanation
SC_0395,test,wrong_level_assignment,IfcDoor,medium,False,IfcDoor 'Door_075' at z=24.0m assigned to 'Penthouse' instead of 'Mezzanine',Reassign from 'Penthouse' to 'Mezzanine',Element placement doesn't match assigned storey elevation.
SC_0396,test,naming_inconsistency,IfcBuildingStorey,medium,True,Multiple IfcBuildingStorey entities share name 'BuildingStorey_001',Set Name to 'BuildingStorey_472',"All elements need unique, meaningful names for schedules and coordination."
SC_0397,test,naming_inconsistency,IfcCurtainWall,low,True,IfcCurtainWall has empty Name attribute,Set Name to 'CurtainWall_501',"All elements need unique, meaningful names for schedules and coordination."
SC_0398,test,naming_inconsistency,IfcRailing,low,True,IfcRailing has None Name attribute,Set Name to 'Railing_784',"All elements need unique, meaningful names for schedules and coordination."
SC_0399,test,invalid_parent_child,IfcSpace,high,True,IfcSpace 'Lobby' not aggregated into any storey,Aggregate space into storey 'Level 02',Spaces must belong to a storey for room-based analysis.
SC_0400,test,disconnected_storey,IfcBuildingStorey,critical,True,IfcBuildingStorey 'Level 05' not aggregated into any IfcBuilding,Create IfcRelAggregates linking storey to building,Storeys must be children of a building in the spatial hierarchy.
SC_0401,test,geometry_clash,IfcWall,critical,False,Hard clash between IfcWall 'Wall_106' and IfcBeam 'Beam_321' (overlap 0.29m),Cut opening in wall for beam penetration,Beam intersects wall. Opening profile required but needs MEP/Structural coordination.
SC_0402,test,invalid_reference,IfcColumn,medium,False,IfcColumn references a IfcColumnType that does not exist in the model,Remove broken type reference or create missing IfcColumnType,Orphan type references break downstream tools.
SC_0403,test,geometry_clash,IfcWall,high,False,Overlap clash between IfcWall 'Wall_849' and IfcColumn 'Column_254' (overlap 0.45m),Flag for structural review,Major overlap detected between wall and column. Needs engineer review.
SC_0404,test,invalid_parent_child,IfcSpace,high,True,IfcSpace 'Stairwell' not aggregated into any storey,Aggregate space into storey 'Roof Level',Spaces must belong to a storey for room-based analysis.
SC_0405,test,broken_spatial_containment,IfcBeam,high,True,IfcBeam 'Beam_199' is not contained in any IfcBuildingStorey,Create IfcRelContainedInSpatialStructure linking element to 'Basement 2',Every physical element must be spatially contained for coordination.
SC_0406,test,missing_property,IfcWindow,medium,True,IfcWindow is missing 'IsExternal' in Pset_WindowCommon,Add property 'IsExternal' with default value to Pset_WindowCommon,IsExternal is required by IFC schema for IfcWindow. A safe default is applied.
SC_0407,test,missing_property,IfcColumn,low,True,IfcColumn is missing 'Slope' in Pset_ColumnCommon,Add property 'Slope' with default value to Pset_ColumnCommon,Slope is required by IFC schema for IfcColumn. A safe default is applied.
SC_0408,test,missing_property,IfcCurtainWall,medium,True,IfcCurtainWall is missing 'IsExternal' in Pset_CurtainWallCommon,Add property 'IsExternal' with default value to Pset_CurtainWallCommon,IsExternal is required by IFC schema for IfcCurtainWall. A safe default is applied.
SC_0409,test,missing_property,IfcDoor,low,True,IfcDoor is missing 'Reference' in Pset_DoorCommon,Add property 'Reference' with default value to Pset_DoorCommon,Reference is required by IFC schema for IfcDoor. A safe default is applied.
SC_0410,test,wrong_level_assignment,IfcSpace,medium,False,IfcSpace 'Parking' assigned to 'Level 03' but elevation matches 'Level 05',Reassign space from 'Level 03' to 'Level 05' based on elevation,Space elevation should match its parent storey. Needs verification.
SC_0411,test,geometry_clash,IfcDuctSegment,critical,False,Hard clash between IfcDuctSegment 'DuctSegment_282' and IfcBeam 'Beam_434' (overlap 0.26m),Reroute duct below structural beam,MEP element clashes with structural frame. Needs rerouting.
SC_0412,test,missing_material,IfcSlab,medium,False,IfcSlab has no material association via IfcRelAssociatesMaterial,Flag for manual material assignment (suggested: Stone),Material needed for quantity takeoff and analysis. Suggested: Stone.
SC_0413,test,missing_property,IfcSlab,low,True,IfcSlab is missing 'Reference' in Pset_SlabCommon,Add property 'Reference' with default value to Pset_SlabCommon,Reference is required by IFC schema for IfcSlab. A safe default is applied.
SC_0414,test,broken_spatial_containment,IfcDoor,high,True,IfcDoor 'Door_732' is not contained in any IfcBuildingStorey,Create IfcRelContainedInSpatialStructure linking element to 'Level 01',Every physical element must be spatially contained for coordination.
SC_0415,test,geometry_clash,IfcSpace,high,True,Overlap clash between IfcSpace 'Space_429' and IfcSpace 'Space_989' (overlap 0.25m),Resolve space boundary overlap (split at x=10.81),Spaces share overlapping volume. Splitting along centerline.
SC_0416,test,geometry_clash,IfcPipeSegment,medium,True,Near-miss clash between IfcPipeSegment 'PipeSegment_537' and IfcWall 'Wall_346' (overlap 0.04m),Enlarge wall opening for pipe clearance (expanded by 50mm),Pipe lacks sufficient clearance. Opening expanded by 50mm.
SC_0417,test,missing_property,IfcColumn,low,True,IfcColumn is missing 'Reference' in Pset_ColumnCommon,Add property 'Reference' with default value to Pset_ColumnCommon,Reference is required by IFC schema for IfcColumn. A safe default is applied.
SC_0418,test,geometry_clash,IfcWall,medium,True,Misaligned clash between IfcWall 'Wall_590' and IfcDoor 'Door_867' (overlap 0.34m),Align door frame with wall opening (snapped +0.34m),Door geometry extends beyond wall thickness. Snapping to opening plane.
SC_0419,test,naming_inconsistency,IfcMember,low,True,IfcMember has empty Name attribute,Set Name to 'Member_931',"All elements need unique, meaningful names for schedules and coordination."
SC_0420,test,wrong_level_assignment,IfcDoor,medium,False,IfcDoor 'Door_053' at z=15.0m assigned to 'Mezzanine' instead of 'Level 03',Reassign from 'Mezzanine' to 'Level 03',Element placement doesn't match assigned storey elevation.
SC_0421,test,geometry_clash,IfcPipeSegment,medium,True,Near-miss clash between IfcPipeSegment 'PipeSegment_133' and IfcWall 'Wall_630' (overlap 0.03m),Enlarge wall opening for pipe clearance (expanded by 50mm),Pipe lacks sufficient clearance. Opening expanded by 50mm.
SC_0422,test,geometry_clash,IfcSpace,high,True,Overlap clash between IfcSpace 'Space_319' and IfcSpace 'Space_288' (overlap 0.38m),Resolve space boundary overlap (split at x=14.35),Spaces share overlapping volume. Splitting along centerline.
SC_0423,test,geometry_clash,IfcWall,high,False,Overlap clash between IfcWall 'Wall_429' and IfcColumn 'Column_611' (overlap 0.59m),Flag for structural review,Major overlap detected between wall and column. Needs engineer review.
SC_0424,test,broken_spatial_containment,IfcRailing,high,True,IfcRailing 'Railing_791' is not contained in any IfcBuildingStorey,Create IfcRelContainedInSpatialStructure linking element to 'Basement 1',Every physical element must be spatially contained for coordination.
SC_0425,test,missing_property,IfcStair,low,True,IfcStair is missing 'NumberOfTreads' in Pset_StairCommon,Add property 'NumberOfTreads' with default value to Pset_StairCommon,NumberOfTreads is required by IFC schema for IfcStair. A safe default is applied.
SC_0426,test,naming_inconsistency,IfcPile,low,True,IfcPile has None Name attribute,Set Name to 'Pile_308',"All elements need unique, meaningful names for schedules and coordination."
SC_0427,test,geometry_clash,IfcSpace,high,True,Overlap clash between IfcSpace 'Space_100' and IfcSpace 'Space_088' (overlap 0.24m),Resolve space boundary overlap (split at x=9.09),Spaces share overlapping volume. Splitting along centerline.
SC_0428,test,disconnected_storey,IfcBuildingStorey,critical,True,IfcBuildingStorey 'Basement 2' not aggregated into any IfcBuilding,Create IfcRelAggregates linking storey to building,Storeys must be children of a building in the spatial hierarchy.
SC_0429,test,geometry_clash,IfcWindow,medium,True,Misaligned clash between IfcWindow 'Window_322' and IfcWall 'Wall_013' (overlap 0.79m),Snap window to host wall face (snapped +0.79m),Window placement offset from host wall. Snapping to align.
SC_0430,test,geometry_clash,IfcWall,medium,True,Misaligned clash between IfcWall 'Wall_097' and IfcDoor 'Door_474' (overlap 0.33m),Align door frame with wall opening (snapped +0.33m),Door geometry extends beyond wall thickness. Snapping to opening plane.
SC_0431,test,geometry_clash,IfcBeam,medium,False,Soft clash between IfcBeam 'Beam_463' and IfcSlab 'Slab_076' (overlap 0.02m),Adjust beam elevation to sit below slab (dropped by 0.02m),Beam soffit intrudes slab. Elevation drop required.
SC_0432,test,broken_spatial_containment,IfcRailing,high,True,IfcRailing 'Railing_831' is not contained in any IfcBuildingStorey,Create IfcRelContainedInSpatialStructure linking element to 'Level 01',Every physical element must be spatially contained for coordination.
SC_0433,test,missing_property,IfcColumn,high,True,IfcColumn is missing 'LoadBearing' in Pset_ColumnCommon,Add property 'LoadBearing' with default value to Pset_ColumnCommon,LoadBearing is required by IFC schema for IfcColumn. A safe default is applied.
SC_0434,test,geometry_clash,IfcWall,medium,True,Misaligned clash between IfcWall 'Wall_312' and IfcDoor 'Door_847' (overlap 0.63m),Align door frame with wall opening (snapped +0.63m),Door geometry extends beyond wall thickness. Snapping to opening plane.
SC_0435,test,missing_property,IfcWall,low,True,IfcWall is missing 'Reference' in Pset_WallCommon,Add property 'Reference' with default value to Pset_WallCommon,Reference is required by IFC schema for IfcWall. A safe default is applied.
SC_0436,test,geometry_clash,IfcWall,high,False,Overlap clash between IfcWall 'Wall_321' and IfcColumn 'Column_612' (overlap 0.3m),Flag for structural review,Major overlap detected between wall and column. Needs engineer review.
